aaaa,аааа：ああああ
raftynhty,рафтингти：ラフティングする
raffaele,раффаеле：ラファエレ
raffaella,раффаелла：ラファエッラ
raffael,раффаель：ラファエル
raffensperher,раффенспергер：ラッフェンスパーガー
raffi,раффі：ラッフィ
rafik,рафік：ラフィク
rafineriya,рафінерія：精製所
rafinuvalnyy,рафінувальний：精製の
rafinuvannya,рафінування：精製
rafinya,рафінья：ラフィーニャ
rakh,рах：口座
rakhane,рахане：ラハネ
rakhbar,рахбар：ラフバル
rakhva,рахва：群衆
rakhel,рахель：ラヘル
rakhman,рахман：ラフマン
rakhmanskyy,рахманський：ラフマンスキーの
rakhmaninovskyy,рахманіновський：ラフマニノフの
rakhnivskyy,рахнівський：ラフニフの
rakhovanyy,рахований：計算された
rakhoy,рахой：ラホイ（人名）
rakhoyu,рахою：ラホユ
rakhoya,рахоя：ラホイ（人名）
rakhoyem,рахоєм：ラホエム
rakhul,рахул：ラーフル
rakhunky-faktura,рахунки-фактура：請求書
rakhunok-fakturu,рахунок-фактуру：請求書
rakhivnyk-kasyr,рахівник-касир：会計出納係
rakhil,рахіль：ラケル（人名）
rakhimov,рахімов：ラヒモフ
rakhimova,рахімова：ラヒモヴァ（人名）
rakhiroyu,рахірою：ラヒロー（造格）
rats,рац：RATs
ratsemat,рацемат：ラセミ体
ratsemichnyy,рацемічний：ラセミ体の
ratsekhovitse,рацеховіце：ラツェホヴィツェ
ratsybuzkyy,рацибузький：ラチブシュの
ratsyonalnyy,рациональний：合理的な（ロシア語風）
ratsyonalnoe,рациональное：合理的な
ratslavitse,рацлавіце：ラツワヴィツェ
ratss,рацс：民事登録所
ratssu,рацсу：RATSU
ratssiv,рацсів：RatSiv
ratsya,раця：ラツァ
ratsivskyy,рацівський：ラツィフスキー
ratsio,раціо：比率 \ 配給
ratsionalnishe,раціональніше：より合理的に
ratsionalizuvatysya,раціоналізуватися：合理化される
ratsionalistychno,раціоналістично：合理主義的に
ratsionuvannya,раціонування：配給制
rachynskyy,рачинський：ラチンスキー
rachki,рачкі：ラチキ
rachkivskyy,рачківський：ラチキフスキー
rashvort,рашворт：ラシュワース
rashellyu,рашеллю：ラシェリュ
rashel,рашель：ラシェル
rashyzy,рашизй：ラシズム
rashyzm,рашизм：ラシズム
rashyn,рашин：ラシン
rashyst,рашист：ロシアファシスト(造語)
rashysty,рашисти：ラシスト \ ラシスト（ロシアファシスト）
rashystskyy,рашистський：ラシスト的な
rashystity,рашистіти：ロシアファシスト
rashka,рашка：ラシュカ
rashkuv,рашкув：ラシュクフ
rashkivskyy,рашківський：ラシキフスキの
rashmor,рашмор：ラシュモア
rashtakurtiv,раштакуртів：ラシュタクルティフ
rashtrakutiv,раштракутів：ラシュトラクタ朝
rashford,рашфорд：ラシュフォード
rashivskyy,рашівський：ラシフスキーの
rashchyy,ращий：より良い（方言）
rai,раі：ライ
rainshe,раінше：より早く
rayivskyy,раївський：ライフスクの
rayim,раїм：ライム
rayima,раїма：ライマ
rayimu,раїму：ライム
rayinskyy,раїнський：ライーンスキーの
rayifa,раїфа：ライファ（地名）
rbk,рбк：RBC
rv,рв：RV
rva,рва：濠
rvanuty,рванути：引き裂く
rvanutysya,рванутися：急ぐ
rvachkyy,рвачкий：貪欲な
rvv,рвв：RVV（略）
rvetsya,рвется：破れる（ロシア語）
rvyy,рвий：#NAME?
rvk,рвк：RVK
rvota,рвота：嘔吐
rvotyy,рвотий：嘔吐の
rvotnyy,рвотний：嘔吐の
rvs,рвс：革命軍事会議
rvsp,рвсп：RVSP
rvutsya,рвутся：引き裂かれる（ロシア語）
rvuchyy,рвучий：引き裂く
rvye,рвє：引き裂く
rhk,ргк：RGK（略語）
rhn,ргн：RGN（組織名）
rht,ргт：RGT（略語）
rd,рд：RD（略語）
rde,рде：RDE（略語）
rdesnyk,рдесник：ヒルムシロ
rdesnykovyy,рдесниковий：ヒルムシロの
rdn,рдн：RDN（略語）
reabylytatsyy,реабилитации：リハビリテーション（ロシア語）
reabylytatsyya,реабилитация：リハビリテーション \ リハビリテーション（ロシア語）
reabsorbtsiya,реабсорбція：再吸収
reabilitanty,реабілітанти：リハビリ患者
reabilitovuvaty,реабілітовувати：リハビリする
reabilitoloh,реабілітолог：リハビリ専門医
reabilitolohiya,реабілітологія：リハビリテーション学
reabilituyuchyy,реабілітуючий：リハビリの
reahentnyy,реагентний：試薬の
reahyrovaty,реагировати：反応する(ロシア語)
reahuvalnyk,реагувальник：反応容器
reahuyuchyy,реагуючий：反応する
readaptatsiya,реадаптація：再適応
readmisiynyy,реадмісійний：再入国の
readmisiya,реадмісія：再入国
reaklimatyzatsiya,реакліматизація：再順化
reaktant,реактант：反応物
reaktanta,реактанта：反応物質
reaktanty,реактанти：反応物
reaktantity,реактантіти：反応物になる（誤記）
reaktyvatsiya,реактивація：再活性化
reaktyvno,реактивно：反応的に
reaktyvuvaty,реактивувати：再活性化する
reaktohennist,реактогенність：反応原性
reaktornyy,реакторний：原子炉の
reaktorobuduvannya,реакторобудування：原子炉建設
reaktualizatsiya,реактуалізація：再現実化
reaktsyy,реакции：反応の（ロシア語）
reaktsyy,реакций：反応
reaktsyya,реакция：反応
reaktsiynozdatnyy,реакційноздатний：反応性の
realyzatsya,реализациа：実現
realyzatsyy,реализации：実現の（ロシア語）
realyzatsyya,реализация：実現 \ 実現（ロシア語）
realyzm,реализм：リアリズム(ロシア語)
realyzovaty,реализовати：実現する(ロシア語)
realyy,реалии：現実（ロシア語）
real,реаль：レアル
realhar,реальгар：雄黄
realnaya,реальная：現実の（ロシア語）
realne,реальне：現実の
realnoy,реальной：実際の
realnosty,реальности：現実（ロシア語）
realnost,реальность：現実（ロシア語）
realnostya,реальностья：現実（誤記）
realnishe,реальніше：より現実的に
realnishyy,реальніший：より現実的な
realizator,реалізатор：実現者
realizatsiynyy,реалізаційний：実現の
realizovanist,реалізованість：実現性
realizovaty,реалізовати：実現する
realizovnyy,реалізовний：実現可能な
realizovuvanyy,реалізовуваний：実現可能な
realizuyuchyy,реалізуючий：実現する
realiyy,реаліий：現実の(誤字)
realistychno,реалістично：現実的に
realistychnishe,реалістичніше：より現実的に
realistychnishyy,реалістичніший：より現実的な
realit,реаліт：リアリティ
